week_number,week_start_date,sku_id,sku_name,category,channel,units_sold,unit_price,promo_or_press_flag
19,2026-05-11,APP-1042,Trail Runner Jacket,Apparel,store,23,95.0,0
20,2026-05-18,APP-1042,Trail Runner Jacket,Apparel,online,18,95.0,0
20,2026-05-18,APP-1042,Trail Runner Jacket,Apparel,store,19,95.0,0
21,2026-05-25,APP-1042,Trail Runner Jacket,Apparel,online,22,95.0,0
21,2026-05-25,APP-1042,Trail Runner Jacket,Apparel,store,24,95.0,0
22,2026-06-01,APP-1042,Trail Runner Jacket,Apparel,online,18,95.0,0
22,2026-06-01,APP-1042,Trail Runner Jacket,Apparel,store,21,95.0,0
23,2026-06-08,APP-1042,Trail Runner Jacket,Apparel,online,20,95.0,0
23,2026-06-08,APP-1042,Trail Runner Jacket,Apparel,store,23,95.0,0
24,2026-06-15,APP-1042,Trail Runner Jacket,Apparel,online,150,95.0,1
24,2026-06-15,APP-1042,Trail Runner Jacket,Apparel,store,38,95.0,1
25,2026-06-22,APP-1042,Trail Runner Jacket,Apparel,online,141,95.0,1
25,2026-06-22,APP-1042,Trail Runner Jacket,Apparel,store,35,95.0,1
26,2026-06-29,APP-1042,Trail Runner Jacket,Apparel,online,150,95.0,1
26,2026-06-29,APP-1042,Trail Runner Jacket,Apparel,store,38,95.0,1
1,2026-01-05,APP-2210,Merino Base Layer,Apparel,online,11,48.0,0
1,2026-01-05,APP-2210,Merino Base Layer,Apparel,store,13,48.0,0
2,2026-01-12,APP-2210,Merino Base Layer,Apparel,online,10,48.0,0
2,2026-01-12,APP-2210,Merino Base Layer,Apparel,store,15,48.0,0
3,2026-01-19,APP-2210,Merino Base Layer,Apparel,online,10,48.0,0
3,2026-01-19,APP-2210,Merino Base Layer,Apparel,store,13,48.0,0
4,2026-01-26,APP-2210,Merino Base Layer,Apparel,online,10,48.0,0
4,2026-01-26,APP-2210,Merino Base Layer,Apparel,store,12,48.0,0
5,2026-02-02,APP-2210,Merino Base Layer,Apparel,online,12,48.0,0
5,2026-02-02,APP-2210,Merino Base Layer,Apparel,store,17,48.0,0
6,2026-02-09,APP-2210,Merino Base Layer,Apparel,online,11,48.0,0
6,2026-02-09,APP-2210,Merino Base Layer,Apparel,store,17,48.0,0
7,2026-02-16,APP-2210,Merino Base Layer,Apparel,online,11,48.0,0
7,2026-02-16,APP-2210,Merino Base Layer,Apparel,store,13,48.0,0
8,2026-02-23,APP-2210,Merino Base Layer,Apparel,online,13,48.0,0
8,2026-02-23,APP-2210,Merino Base Layer,Apparel,store,14,48.0,0
9,2026-03-02,APP-2210,Merino Base Layer,Apparel,online,12,48.0,0
9,2026-03-02,APP-2210,Merino Base Layer,Apparel,store,16,48.0,0
10,2026-03-09,APP-2210,Merino Base Layer,Apparel,online,12,48.0,0
10,2026-03-09,APP-2210,Merino Base Layer,Apparel,store,12,48.0,0
11,2026-03-16,APP-2210,Merino Base Layer,Apparel,online,10,48.0,0
11,2026-03-16,APP-2210,Merino Base Layer,Apparel,store,15,48.0,0
12,2026-03-23,APP-2210,Merino Base Layer,Apparel,online,10,48.0,0
12,2026-03-23,APP-2210,Merino Base Layer,Apparel,store,13,48.0,0
13,2026-03-30,APP-2210,Merino Base Layer,Apparel,online,13,48.0,0
13,2026-03-30,APP-2210,Merino Base Layer,Apparel,store,15,48.0,0
14,2026-04-06,APP-2210,Merino Base Layer,Apparel,online,13,48.0,0
14,2026-04-06,APP-2210,Merino Base Layer,Apparel,store,16,48.0,0
15,2026-04-13,APP-2210,Merino Base Layer,Apparel,online,13,48.0,0
15,2026-04-13,APP-2210,Merino Base Layer,Apparel,store,15,48.0,0
16,2026-04-20,APP-2210,Merino Base Layer,Apparel,online,12,48.0,0
16,2026-04-20,APP-2210,Merino Base Layer,Apparel,store,14,48.0,0
17,2026-04-27,APP-2210,Merino Base Layer,Apparel,online,11,48.0,0
17,2026-04-27,APP-2210,Merino Base Layer,Apparel,store,14,48.0,0
18,2026-05-04,APP-2210,Merino Base Layer,Apparel,online,11,48.0,0
18,2026-05-04,APP-2210,Merino Base Layer,Apparel,store,16,48.0,0
19,2026-05-11,APP-2210,Merino Base Layer,Apparel,online,13,48.0,0
19,2026-05-11,APP-2210,Merino Base Layer,Apparel,store,17,48.0,0
20,2026-05-18,APP-2210,Merino Base Layer,Apparel,online,13,48.0,0
20,2026-05-18,APP-2210,Merino Base Layer,Apparel,store,15,48.0,0
21,2026-05-25,APP-2210,Merino Base Layer,Apparel,online,14,48.0,0
21,2026-05-25,APP-2210,Merino Base Layer,Apparel,store,16,48.0,0
22,2026-06-01,APP-2210,Merino Base Layer,Apparel,online,13,48.0,0
22,2026-06-01,APP-2210,Merino Base Layer,Apparel,store,16,48.0,0
23,2026-06-08,APP-2210,Merino Base Layer,Apparel,online,26,48.0,0
23,2026-06-08,APP-2210,Merino Base Layer,Apparel,store,3,48.0,0
24,2026-06-15,APP-2210,Merino Base Layer,Apparel,online,20,48.0,0
24,2026-06-15,APP-2210,Merino Base Layer,Apparel,store,3,48.0,0
25,2026-06-22,APP-2210,Merino Base Layer,Apparel,online,21,48.0,0
25,2026-06-22,APP-2210,Merino Base Layer,Apparel,store,3,48.0,0
26,2026-06-29,APP-2210,Merino Base Layer,Apparel,online,22,48.0,0
26,2026-06-29,APP-2210,Merino Base Layer,Apparel,store,3,48.0,0
1,2026-01-05,APP-2255,Fleece Vest,Apparel,online,8,55.0,0
1,2026-01-05,APP-2255,Fleece Vest,Apparel,store,9,55.0,0
2,2026-01-12,APP-2255,Fleece Vest,Apparel,online,7,55.0,0
2,2026-01-12,APP-2255,Fleece Vest,Apparel,store,10,55.0,0
3,2026-01-19,APP-2255,Fleece Vest,Apparel,online,10,55.0,0
3,2026-01-19,APP-2255,Fleece Vest,Apparel,store,12,55.0,0
4,2026-01-26,APP-2255,Fleece Vest,Apparel,online,9,55.0,0
4,2026-01-26,APP-2255,Fleece Vest,Apparel,store,12,55.0,0
5,2026-02-02,APP-2255,Fleece Vest,Apparel,online,8,55.0,0
5,2026-02-02,APP-2255,Fleece Vest,Apparel,store,11,55.0,0
6,2026-02-09,APP-2255,Fleece Vest,Apparel,online,9,55.0,0
6,2026-02-09,APP-2255,Fleece Vest,Apparel,store,10,55.0,0
7,2026-02-16,APP-2255,Fleece Vest,Apparel,online,7,55.0,0
7,2026-02-16,APP-2255,Fleece Vest,Apparel,store,9,55.0,0
8,2026-02-23,APP-2255,Fleece Vest,Apparel,online,9,55.0,0
8,2026-02-23,APP-2255,Fleece Vest,Apparel,store,12,55.0,0
9,2026-03-02,APP-2255,Fleece Vest,Apparel,online,8,55.0,0
9,2026-03-02,APP-2255,Fleece Vest,Apparel,store,9,55.0,0
10,2026-03-09,APP-2255,Fleece Vest,Apparel,online,9,55.0,0
10,2026-03-09,APP-2255,Fleece Vest,Apparel,store,10,55.0,0
11,2026-03-16,APP-2255,Fleece Vest,Apparel,online,11,55.0,0
11,2026-03-16,APP-2255,Fleece Vest,Apparel,store,10,55.0,0
12,2026-03-23,APP-2255,Fleece Vest,Apparel,online,9,55.0,0
12,2026-03-23,APP-2255,Fleece Vest,Apparel,store,12,55.0,0
13,2026-03-30,APP-2255,Fleece Vest,Apparel,online,10,55.0,0
13,2026-03-30,APP-2255,Fleece Vest,Apparel,store,12,55.0,0
14,2026-04-06,APP-2255,Fleece Vest,Apparel,online,12,55.0,0
14,2026-04-06,APP-2255,Fleece Vest,Apparel,store,13,55.0,0
15,2026-04-13,APP-2255,Fleece Vest,Apparel,online,12,55.0,0
15,2026-04-13,APP-2255,Fleece Vest,Apparel,store,11,55.0,0
16,2026-04-20,APP-2255,Fleece Vest,Apparel,online,8,55.0,0
16,2026-04-20,APP-2255,Fleece Vest,Apparel,store,11,55.0,0
17,2026-04-27,APP-2255,Fleece Vest,Apparel,online,9,55.0,0
17,2026-04-27,APP-2255,Fleece Vest,Apparel,store,11,55.0,0
18,2026-05-04,APP-2255,Fleece Vest,Apparel,online,9,55.0,0
18,2026-05-04,APP-2255,Fleece Vest,Apparel,store,10,55.0,0
19,2026-05-11,APP-2255,Fleece Vest,Apparel,online,9,55.0,0
19,2026-05-11,APP-2255,Fleece Vest,Apparel,store,13,55.0,0
20,2026-05-18,APP-2255,Fleece Vest,Apparel,online,9,55.0,0
20,2026-05-18,APP-2255,Fleece Vest,Apparel,store,11,55.0,0
21,2026-05-25,APP-2255,Fleece Vest,Apparel,online,13,55.0,0
21,2026-05-25,APP-2255,Fleece Vest,Apparel,store,12,55.0,0
22,2026-06-01,APP-2255,Fleece Vest,Apparel,online,14,55.0,0
22,2026-06-01,APP-2255,Fleece Vest,Apparel,store,17,55.0,0
23,2026-06-08,APP-2255,Fleece Vest,Apparel,online,8,55.0,0
23,2026-06-08,APP-2255,Fleece Vest,Apparel,store,13,55.0,0
24,2026-06-15,APP-2255,Fleece Vest,Apparel,online,10,55.0,0
24,2026-06-15,APP-2255,Fleece Vest,Apparel,store,14,55.0,0
25,2026-06-22,APP-2255,Fleece Vest,Apparel,online,10,55.0,0
25,2026-06-22,APP-2255,Fleece Vest,Apparel,store,13,55.0,0
26,2026-06-29,APP-2255,Fleece Vest,Apparel,online,12,55.0,0
26,2026-06-29,APP-2255,Fleece Vest,Apparel,store,12,55.0,0
1,2026-01-05,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,16,110.0,0
1,2026-01-05,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,25,110.0,0
2,2026-01-12,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,12,110.0,0
2,2026-01-12,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,24,110.0,0
3,2026-01-19,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,16,110.0,0
3,2026-01-19,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,23,110.0,0
4,2026-01-26,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,21,110.0,0
4,2026-01-26,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,30,110.0,0
5,2026-02-02,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,18,110.0,0
5,2026-02-02,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,29,110.0,0
6,2026-02-09,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,13,110.0,0
6,2026-02-09,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,24,110.0,0
7,2026-02-16,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,19,110.0,0
7,2026-02-16,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,20,110.0,0
8,2026-02-23,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,17,110.0,0
8,2026-02-23,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,22,110.0,0
9,2026-03-02,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,17,110.0,0
9,2026-03-02,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,22,110.0,0
10,2026-03-09,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,19,110.0,0
10,2026-03-09,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,28,110.0,0
11,2026-03-16,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,17,110.0,0
11,2026-03-16,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,28,110.0,0
12,2026-03-23,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,18,110.0,0
12,2026-03-23,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,30,110.0,0
13,2026-03-30,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,14,110.0,0
13,2026-03-30,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,25,110.0,0
14,2026-04-06,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,22,110.0,0
14,2026-04-06,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,25,110.0,0
15,2026-04-13,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,19,110.0,0
15,2026-04-13,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,29,110.0,0
16,2026-04-20,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,22,110.0,0
16,2026-04-20,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,27,110.0,0
17,2026-04-27,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,19,110.0,0
17,2026-04-27,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,30,110.0,0
18,2026-05-04,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,23,110.0,0
18,2026-05-04,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,32,110.0,0
19,2026-05-11,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,24,110.0,0
19,2026-05-11,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,34,110.0,0
20,2026-05-18,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,15,110.0,0
20,2026-05-18,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,27,110.0,0
21,2026-05-25,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,28,110.0,0
21,2026-05-25,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,31,110.0,0
22,2026-06-01,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,19,110.0,0
22,2026-06-01,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,30,110.0,0
23,2026-06-08,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,21,110.0,0
23,2026-06-08,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,38,110.0,0
24,2026-06-15,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,19,110.0,0
24,2026-06-15,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,26,110.0,0
25,2026-06-22,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,20,110.0,0
25,2026-06-22,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,29,110.0,0
26,2026-06-29,FTW-3301,Trail Runner Shoe - Men's,Footwear,online,21,110.0,0
26,2026-06-29,FTW-3301,Trail Runner Shoe - Men's,Footwear,store,30,110.0,0
1,2026-01-05,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,17,110.0,0
1,2026-01-05,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,26,110.0,0
2,2026-01-12,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,13,110.0,0
2,2026-01-12,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,27,110.0,0
3,2026-01-19,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,14,110.0,0
3,2026-01-19,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,23,110.0,0
4,2026-01-26,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,12,110.0,0
4,2026-01-26,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,21,110.0,0
5,2026-02-02,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,16,110.0,0
5,2026-02-02,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,21,110.0,0
6,2026-02-09,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,13,110.0,0
6,2026-02-09,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,20,110.0,0
7,2026-02-16,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,14,110.0,0
7,2026-02-16,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,23,110.0,0
8,2026-02-23,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,19,110.0,0
8,2026-02-23,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,26,110.0,0
9,2026-03-02,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,19,110.0,0
9,2026-03-02,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,28,110.0,0
10,2026-03-09,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,14,110.0,0
10,2026-03-09,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,23,110.0,0
11,2026-03-16,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,17,110.0,0
11,2026-03-16,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,25,110.0,0
12,2026-03-23,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,15,110.0,0
12,2026-03-23,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,21,110.0,0
13,2026-03-30,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,22,110.0,0
13,2026-03-30,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,21,110.0,0
14,2026-04-06,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,19,110.0,0
14,2026-04-06,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,33,110.0,0
15,2026-04-13,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,14,110.0,0
15,2026-04-13,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,27,110.0,0
16,2026-04-20,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,17,110.0,0
16,2026-04-20,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,23,110.0,0
17,2026-04-27,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,19,110.0,0
17,2026-04-27,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,31,110.0,0
18,2026-05-04,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,13,110.0,0
18,2026-05-04,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,27,110.0,0
19,2026-05-11,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,15,110.0,0
19,2026-05-11,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,28,110.0,0
20,2026-05-18,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,15,110.0,0
20,2026-05-18,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,27,110.0,0
21,2026-05-25,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,15,110.0,0
21,2026-05-25,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,30,110.0,0
22,2026-06-01,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,18,110.0,0
22,2026-06-01,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,19,110.0,0
23,2026-06-08,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,14,110.0,0
23,2026-06-08,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,25,110.0,0
24,2026-06-15,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,29,110.0,0
24,2026-06-15,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,28,110.0,0
25,2026-06-22,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,15,110.0,0
25,2026-06-22,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,25,110.0,0
26,2026-06-29,FTW-3302,Trail Runner Shoe - Women's,Footwear,online,23,110.0,0
26,2026-06-29,FTW-3302,Trail Runner Shoe - Women's,Footwear,store,26,110.0,0
1,2026-01-05,FTW-3350,Hiking Sandal,Footwear,online,5,65.0,0
1,2026-01-05,FTW-3350,Hiking Sandal,Footwear,store,8,65.0,0
2,2026-01-12,FTW-3350,Hiking Sandal,Footwear,online,7,65.0,0
2,2026-01-12,FTW-3350,Hiking Sandal,Footwear,store,10,65.0,0
3,2026-01-19,FTW-3350,Hiking Sandal,Footwear,online,6,65.0,0
3,2026-01-19,FTW-3350,Hiking Sandal,Footwear,store,9,65.0,0
4,2026-01-26,FTW-3350,Hiking Sandal,Footwear,online,5,65.0,0
4,2026-01-26,FTW-3350,Hiking Sandal,Footwear,store,8,65.0,0
5,2026-02-02,FTW-3350,Hiking Sandal,Footwear,online,6,65.0,0
5,2026-02-02,FTW-3350,Hiking Sandal,Footwear,store,9,65.0,0
6,2026-02-09,FTW-3350,Hiking Sandal,Footwear,online,6,65.0,0
6,2026-02-09,FTW-3350,Hiking Sandal,Footwear,store,9,65.0,0
7,2026-02-16,FTW-3350,Hiking Sandal,Footwear,online,7,65.0,0
7,2026-02-16,FTW-3350,Hiking Sandal,Footwear,store,11,65.0,0
8,2026-02-23,FTW-3350,Hiking Sandal,Footwear,online,7,65.0,0
8,2026-02-23,FTW-3350,Hiking Sandal,Footwear,store,10,65.0,0
9,2026-03-02,FTW-3350,Hiking Sandal,Footwear,online,6,65.0,0
9,2026-03-02,FTW-3350,Hiking Sandal,Footwear,store,11,65.0,0
10,2026-03-09,FTW-3350,Hiking Sandal,Footwear,online,7,65.0,0
10,2026-03-09,FTW-3350,Hiking Sandal,Footwear,store,10,65.0,0
11,2026-03-16,FTW-3350,Hiking Sandal,Footwear,online,10,65.0,0
11,2026-03-16,FTW-3350,Hiking Sandal,Footwear,store,11,65.0,0
12,2026-03-23,FTW-3350,Hiking Sandal,Footwear,online,7,65.0,0
12,2026-03-23,FTW-3350,Hiking Sandal,Footwear,store,11,65.0,0
13,2026-03-30,FTW-3350,Hiking Sandal,Footwear,online,7,65.0,0
13,2026-03-30,FTW-3350,Hiking Sandal,Footwear,store,8,65.0,0
14,2026-04-06,FTW-3350,Hiking Sandal,Footwear,online,8,65.0,0
14,2026-04-06,FTW-3350,Hiking Sandal,Footwear,store,10,65.0,0
15,2026-04-13,FTW-3350,Hiking Sandal,Footwear,online,6,65.0,0
15,2026-04-13,FTW-3350,Hiking Sandal,Footwear,store,8,65.0,0
16,2026-04-20,FTW-3350,Hiking Sandal,Footwear,online,7,65.0,0
16,2026-04-20,FTW-3350,Hiking Sandal,Footwear,store,12,65.0,0
17,2026-04-27,FTW-3350,Hiking Sandal,Footwear,online,7,65.0,0
17,2026-04-27,FTW-3350,Hiking Sandal,Footwear,store,10,65.0,0
18,2026-05-04,FTW-3350,Hiking Sandal,Footwear,online,7,65.0,0
18,2026-05-04,FTW-3350,Hiking Sandal,Footwear,store,11,65.0,0
19,2026-05-11,FTW-3350,Hiking Sandal,Footwear,online,7,65.0,0
19,2026-05-11,FTW-3350,Hiking Sandal,Footwear,store,11,65.0,0
20,2026-05-18,FTW-3350,Hiking Sandal,Footwear,online,9,65.0,0
20,2026-05-18,FTW-3350,Hiking Sandal,Footwear,store,10,65.0,0
21,2026-05-25,FTW-3350,Hiking Sandal,Footwear,online,5,65.0,0
21,2026-05-25,FTW-3350,Hiking Sandal,Footwear,store,8,65.0,0
22,2026-06-01,FTW-3350,Hiking Sandal,Footwear,online,8,65.0,0
22,2026-06-01,FTW-3350,Hiking Sandal,Footwear,store,11,65.0,0
23,2026-06-08,FTW-3350,Hiking Sandal,Footwear,online,6,65.0,0
23,2026-06-08,FTW-3350,Hiking Sandal,Footwear,store,12,65.0,0
24,2026-06-15,FTW-3350,Hiking Sandal,Footwear,online,9,65.0,0
24,2026-06-15,FTW-3350,Hiking Sandal,Footwear,store,11,65.0,0
25,2026-06-22,FTW-3350,Hiking Sandal,Footwear,online,7,65.0,0
25,2026-06-22,FTW-3350,Hiking Sandal,Footwear,store,9,65.0,0
26,2026-06-29,FTW-3350,Hiking Sandal,Footwear,online,8,65.0,0
26,2026-06-29,FTW-3350,Hiking Sandal,Footwear,store,11,65.0,0
1,2026-01-05,EQP-4410,45L Backpack,Equipment,online,3,145.0,0
1,2026-01-05,EQP-4410,45L Backpack,Equipment,store,8,145.0,0
2,2026-01-12,EQP-4410,45L Backpack,Equipment,online,5,145.0,0
2,2026-01-12,EQP-4410,45L Backpack,Equipment,store,10,145.0,0
3,2026-01-19,EQP-4410,45L Backpack,Equipment,online,6,145.0,0
3,2026-01-19,EQP-4410,45L Backpack,Equipment,store,10,145.0,0
4,2026-01-26,EQP-4410,45L Backpack,Equipment,online,5,145.0,0
4,2026-01-26,EQP-4410,45L Backpack,Equipment,store,9,145.0,0
5,2026-02-02,EQP-4410,45L Backpack,Equipment,online,5,145.0,0
5,2026-02-02,EQP-4410,45L Backpack,Equipment,store,9,145.0,0
6,2026-02-09,EQP-4410,45L Backpack,Equipment,online,4,145.0,0
6,2026-02-09,EQP-4410,45L Backpack,Equipment,store,9,145.0,0
7,2026-02-16,EQP-4410,45L Backpack,Equipment,online,4,145.0,0
7,2026-02-16,EQP-4410,45L Backpack,Equipment,store,8,145.0,0
8,2026-02-23,EQP-4410,45L Backpack,Equipment,online,4,145.0,0
8,2026-02-23,EQP-4410,45L Backpack,Equipment,store,8,145.0,0
9,2026-03-02,EQP-4410,45L Backpack,Equipment,online,5,145.0,0
9,2026-03-02,EQP-4410,45L Backpack,Equipment,store,8,145.0,0
10,2026-03-09,EQP-4410,45L Backpack,Equipment,online,6,145.0,0
10,2026-03-09,EQP-4410,45L Backpack,Equipment,store,9,145.0,0
11,2026-03-16,EQP-4410,45L Backpack,Equipment,online,4,145.0,0
11,2026-03-16,EQP-4410,45L Backpack,Equipment,store,11,145.0,0
12,2026-03-23,EQP-4410,45L Backpack,Equipment,online,4,145.0,0
